title,pageid,length
4+1_architectural_view_model,11151650,3665
Requirements_traceability,11189218,19996
Modified_condition/decision_coverage,11205258,4960
Search-based_software_engineering,11220518,20646
Software_Development_Engineer_in_Test,11232473,1745
Needs_analysis,11265546,4063
Transient_(computer_programming),11271206,4781
LDRA_Testbed,11289935,6645
Active_message,11347807,2962
Space-based_architecture,11353855,5420
Agile_web_development,11412687,129
N-version_programming,11443527,6446
Workflow_Reference_Model,11451782,646
Abstraction_of_transport/protocol_connectivity,11477841,711
Transport/protocol_abstraction,11477970,1581
Synchrony_abstraction,11478208,1089
Fault-tolerant_messaging,11478229,1428
ISO/IEC_42010,11521286,14840
SAP_NetWeaver_Visual_Composer,11528983,3428
Software_measurement,11534510,2117
SPIN_(software_process),11583369,1776
Fundamental_modeling_concepts,11643734,5750
Software_Engineering_for_Adaptive_and_Self-Managing_Systems,11664140,2171
Oracle_Unified_Method,11735522,2937
Wang_Institute_of_Graduate_Studies,11799822,4924
Technical_debt,11885652,15028
Nondeterministic_programming,11898761,2508
System_migration,11956097,2202
BS_7925-1,11974071,1335
BS_7925-2,11974175,1288
Synthetic_Environment_for_Analysis_and_Simulations,12018606,8188
Numerical_error,12076692,1364
Bebugging,12086708,3228
Resource-oriented_architecture,12107449,8983
Pull_technology,12112654,2608
Retrenchment_(computing),12130394,736
Binary_protocol,12212962,1486
Allocation_site,12221515,444
Feature_complete,12241099,1110
KAOS_(software_development),12557343,1818
Naked_objects,12642257,12048
Reverse_semantic_traceability,12659147,9788
Hardware_compatibility_list,12662643,842
Regulated_rewriting,12734062,5660
Software_parametric_models,12941228,3518
IEEE_Software,12953313,3116
Change_advisory_board,12973558,2134
Central_Computer_and_Telecommunications_Agency,12986427,9589
Learnability,12986721,2119
Predeclared,13038601,3876
Junio_Hamano,13078275,2004
Putnam–Norden–Rayleigh_curve,13126614,1415
Incremental_funding_methodology,13136664,1452
Occasionally_connected_computing,13145967,3250
Error_guessing,13284409,1305
Framework-oriented_design,13298962,951
Memory_safety,13344659,12502
Convention_over_configuration,13356100,6108
Problem_frames_approach,13411552,23000
Amelioration_pattern,13612232,1124
Rewrite_(programming),13653181,5316
Daikon_(system),13666913,1691
Standalone_program,13721526,2891
Database-centric_architecture,13783336,4236
Federated_portal_network,13808127,1070
Forensic_software_engineering,13929163,1457
Software_quality_control,13951651,3956
Rule_of_least_power,13973317,3758
SCC_compliant,14086151,601
Domain-driven_design,14272455,17360
Halstead_complexity_measures,14451712,4258
Univac_Text_Editor,14467753,507
American_Software_Testing_Qualifications_Board,14580230,1669
Software_testing_outsourcing,14672486,5239
Discriminator,14674111,2200
Floyd's_triangle,14705292,2405
Hatley–Pirbhai_modeling,14765980,2072
X-Machine_Testing,14927756,20169
Pattern_Languages_of_Programs,15008505,15990
The_Structure_and_Interpretation_of_the_Computer_Science_Curriculum,15038192,3414
Web_testing,15089290,4093
Software_testing_controversies,15136570,10105
XSA,15323614,1877
Requirements_elicitation,15402947,9342
Chunk_(information),15447845,969
SMP/E,15653202,11686
Alsys,15670933,5014
DOD-STD-2167,15687407,3055
Consumability,15695872,2637
Virtuality_(software_design),15744107,2897
Web_development_tools,15774107,7404
Conversion_path,15813625,1320
Software_entropy,15906715,2611
Hybrid_testing,16127475,2215
Signed_overpunch,16284001,1553
Digital_nervous_system,16342561,3690
Word_joiner,16498555,1226
TTCN-3,16604682,7119
CETpD,16617061,4681
Comparison_of_JavaScript_frameworks,16688167,54593
Linked_data_page,16732074,1477
Proggy_programming_fonts,16894993,1841
Lehman's_laws_of_software_evolution,16914324,4626
Applicative_universal_grammar,16956936,1007
RATF,16989982,1947
Muni_Sakya,17052149,5421
Boundary_testing,17077754,5125
Event_partitioning,17097938,14044
Constant_Object_Proportion_Rendering,17122931,2634
EAST-ADL,17125914,11475
Merge_window,17242440,1207
Misuse_case,17316652,14280
WS-Atomic_Transaction,17318432,1210
Software_architecture_recovery,17389066,2164
System_appreciation,17389142,1784
Benevolent_dictator_for_life,17402165,10752
Physical_configuration_audit,17440612,2130
DSQI,17457858,876
Test_stub,17515602,3231
Debugging_patterns,17555516,1298
Software_quality_analyst,17633498,1539
Open_Agent_Architecture,17748770,702
Long-lived_transaction,17866900,951
Protocol_implementation_conformance_statement,17905412,872
Perl_Archive_Toolkit,17932450,1749
FOSD_Mixin_Layers,17964234,1284
Service-oriented_distributed_applications,18182357,700
Solution_architecture,18269007,5964
/dev/full,18429450,1304
Sheffield_Software_Engineering_Observatory,18540320,15183
GitHub,18545292,30291
Self-relocation,18569789,13899
Data_&_Analysis_Center_for_Software,18570861,32499
Domain_(software_engineering),18599119,1015
Stepping_level,18662920,3479
Observer_effect_(information_technology),18698650,1877
Natural-language_programming,18784729,8787
Test_strategy,18839594,9223
Software_maintainer,18931962,896
Abandonware,18933176,84075
Measuring_programming_language_popularity,18968719,8537
Loop_variant,19024734,10457
Program_animation,19086385,8649
Android_Developer_Challenge,19194005,8421
Software_feature,19218583,970
Catalysis_software_design_method,19245823,2133
Sobi2,19368896,12304
Web-oriented_architecture,19370659,5538
Function_model,19433066,25531
Yugo_Nakamura,19471785,5758
DIT_School_of_Electronic_and_Communications_Engineering,19495429,6466
Toy_program,19550534,740
SAP_Enterprise_Architecture_Framework,19561724,2038
Language_primitive,19872558,4881
Social_software_engineering,19886721,4182
XRX_(web_application_architecture),19946654,9976
BORO,19983878,11523
Rise_and_Resurrection_of_the_American_Programmer,19986969,2517
BPEL_script,20012557,4315
View_model,20061545,38475
Goal_modeling,20095457,9118
Test_execution_engine,20112605,3903
Test_oracle,20168578,12019
WebScarab,20209037,2551
Fungible_information,20210886,1033
Pair_testing,20409469,2149
SIGMDSE,20514967,1544
Tester_Driven_Development,20541638,789
P.I.P.S.,20609281,3201
Z_User_Meeting,20780886,97
International_Conference_on_Software_Engineering_and_Formal_Methods,20787202,3561
International_Requirements_Engineering_Board,20821533,13046
Parameter_validation,21042541,1636
Test_management_approach,21117529,6502
Software_requirements,21168501,13492
Variadic_template,21191343,13044
"Software_Testing,_Verification_&_Reliability",21268028,2632
MetaCASE_tool,21297521,12635
Evidence-based_scheduling,21333372,2811
NMock,21383101,496
Cloud_testing,21398025,12255
Domain-specific_multimodeling,21468960,30864
COLA_(software_architecture),21514416,8608
SOASTA,21517319,7887
Checkstyle,21534171,4494
Bitbucket,21589444,12187
Parasoft,21599066,9663
Keynote_DeviceAnywhere,21615082,6253
State_space_enumeration,21676935,1247
API_testing,21785911,7917
Gold_plating_(software_engineering),22005853,2561
Imagix_4D,22025044,1580
Voodoo_programming,22051732,814
LISA_(Language_for_Instruction_Set_Architecture),22061818,4261
Feature_model,22181211,13171
Content_strategy,22325358,5080
TPT_(software),22403626,17371
Orthogonality_(programming),22441342,3646
Code_integrity,22512989,2455
Uninterpreted_function,22542131,4369
ANSI/ISO_C_Specification_Language,22652294,4892
Tombstone_diagram,22740733,3062
Motor_Industry_Software_Reliability_Association,22799050,3652
Software_defect_indicator,22813475,1926
MIBE_architecture,22912887,5506
Service-oriented_software_engineering,22947099,3209
Construction_and_Analysis_of_Distributed_Processes,22992399,19115
Software_testability,23122896,8397
Metacompiler,23232348,29047
Systems_modeling,23277896,9068
Software_development_process,23407868,26858
Gitorious,23574194,6629
Proactor_pattern,23596112,2060
Semantic_decision_table,23605249,7298
IDEF6,23631497,12859
CSE_HTML_Validator,23703543,7683
Oulu_University_Secure_Programming_Group,23752090,4158
Synthetic_Organism_Designer,23838524,669
Algebraic_Petri_net,23885951,3905
UML_state_machine,23959612,48248
Enterprise_Mashup_Markup_Language,23983698,11226
CISQ,24068622,5696
Abstraction_principle_(computer_programming),24107654,7580
OGML,24136891,1730
Static_semantics,24201295,109
Execution_semantics,24202073,154
Dynamic_semantics,24202081,154
Fail-stop,24203217,1706
Presentation_semantics,24209073,1856
TIOBE_index,24213566,4419
SOLID_(object-oriented_design),24233616,5350
NDepend,24257028,6693
WebGL,24336445,26570
Tree_testing,24362542,2694
Model-based_specification,24392919,2080
Open_Mashup_Alliance,24463229,4856
Connection_broker,24651707,538
Journal_of_Software:_Evolution_and_Process,24656236,3318
Type_Description_Language,24668342,1161
Resource-oriented_computing,24713133,2270
MoReq2,24758467,8146
Centre_for_Software_Reliability,24843639,2135
Interface_segregation_principle,24880495,4895
Integration_Objects,24899670,8762
Web_worker,24905484,7337
SoaML,24952083,2401
Linear_code_sequence_and_jump,24973484,9437
Boolean_flag,24999643,1341
Shyster_(expert_system),25011536,17814
ABZ_Conference,25025916,126
Concolic_testing,25029425,15746
OpenWF,25100734,2753
Pipe_and_filter_architecture,25166119,68
Tessy_(software),25188928,3648
Unspecified_behavior,25219731,6156
Archetype_pattern,25220877,3956
Testing_Maturity_Model,25387283,2968
Quickly_(software),25395659,1824
"Data,_context_and_interaction",25430994,28091
SEMAT,25451462,15996
API_Sanity_Checker,25506823,1367
Jargon_File,25523630,26776
WebSocket,25553718,21836
International_Journal_of_Software_Engineering_and_Knowledge_Engineering,25683591,1267
Automated_Testing_Framework,25792501,1911
Semantic_architecture,25834704,1726
Eggplant_Functional,25945761,11649
MVC4WPF,25959959,6740
Original_Software,26053742,3352
Partial_concurrent_thinking_aloud,26063832,10768
Program_mutation,26233464,62
Test_double,26300921,5542
Existence_detection,26320219,1036
Composition_over_inheritance,26356139,13818
Server-sent_events,26358262,5924
JSLint,26362508,3391
Business_domain,26364383,1287
Command_substitution,26414846,6169
Responsibility-driven_design,26472355,16954
BaseKit,26482768,3592
Type_Tunnel_pattern,26513498,2256
Tweaker_(build_tool),26528936,2181
Sputnik_(JavaScript_conformance_test),26543471,4539
Programming_team,26615065,2133
Feature-oriented_domain_analysis,26618665,3434
Windmill_(testing_framework),26704638,1283
Debug_code,26707373,5510
GQM+Strategies,26861471,13353
Endeavour_Software_Project_Management,26874183,4071
Release_management,26952327,6683
Node_graph_architecture,27008230,7046
Jamie_Wilkinson,27074350,2632
Link-richness,27092961,2966
Wholesale_Applications_Community,27256155,6341
Test_Template_Framework,27267184,13569
CompCert,27309180,1878
MK_II_FPA,27319186,3261
Application_service_architecture,27365743,3170
CSS_box_model,27436933,2620
Browser_speed_test,27644383,9709
Unofficial_patch,27681836,53231
Augmented_reality-based_testing,27801069,3354
EPANET,27838362,9812
RadioVIS,27944174,1603
Australia_and_New_Zealand_Testing_Board,27961358,4375
Extended_static_checking,27989949,6775
Connascence,28051530,5666
Robustness_testing,28054273,2167
Test_design,28167973,2115
Twist_(software),28182720,3888
Critical_to_quality,28267332,957
EMML_(Motorola),28270727,10903
Software_archaeology,28336398,8576
Command-line_interface,28338635,59405
European_Software_Institute,28414446,1038
Gerrit_(software),28535391,11172
Maveryx,28752672,9426
TLA+,28752673,53409
PlusCal,28752783,2299
DO-178C,28867648,19040
Core_Security_Technologies,28891010,15830
Reference_implementation,29051386,4873
ARID,29081350,725
Grist_(computing),29273973,858
Engineering_Code_Snippets_Project,29324444,3228
Operational_acceptance_testing,29343018,4194
Component-based_usability_testing,29346646,8306
QP_(framework),29545609,11321
Fundamental_theorem_of_software_engineering,29638170,1784
Reverse_architecture,29769799,1226
Runahead_solution,29924774,1410
Weighted_Micro_Function_Points,29965278,4664
Predicative_programming,30251309,1626
International_Conference_on_Automated_Software_Engineering,30571872,4427
BHDL,30596404,2046
Law_of_conservation_of_complexity,30699737,2412
Web_performance,30734754,8840
Test_suite,30855831,2597
Programming_interview,30863172,4435
Object-Z,30872150,2345
System_under_test,30873703,1461
Stuttering_equivalence,30875123,2214
Microsoft_Reaction_Card_Method_(Desirability_Testing),30958460,1117
Software_fault_tolerance,31012554,1711
OLE_DB_provider,31253629,2616
Software_Metrics_Metamodel,31337585,3362
Kiwix,31427769,18349
Central_and_Eastern_European_Software_Engineering_Conference_in_Russia,31465615,1614
Dynamic_timing_verification,31479005,1175
Lero_(software_engineering),31505077,4618
Business_requirements,31721134,16014
SQALE,31754978,7058
Colony_Framework,31807079,9134
MobileNotifier,31896179,6612
WebRTC,31950946,17736
Pylint,32018084,4213
WebCL,32343589,9505
Delta_update,32440947,4731
SIGNAL_(programming_language),32475185,8230
Characteristic_based_product_configurator,32537475,4292
Indexer_(programming),32602092,2471
Hindley–Milner_type_system,32612385,41709
Fault-tolerant_software,32758625,4921
Pierre_De_Muelenaere,32819535,6974
Multimodal_Architecture_and_Interfaces,32827330,34297
Continuous_testing,32924598,22670
Oak3D,32929997,4679
Repository_(version_control),32966352,2401
TestPlant,33006912,2634
Crowdsourced_testing,33125193,7583
Feature_toggle,33193592,7972
Hidden_algebra,33222076,2218
Process_substitution,33275446,6901
Testing_high-performance_computing_applications,33296085,13424
Domain_testing,33344969,3342
Gray_box_testing,33401351,8107
Software_construction,33408418,24704
Software_reliability_testing,33429735,13744
Real-time_testing,33505745,6253
Test_data_generation,33509310,16729
Requirements_Engineering_Specialist_Group,33556483,6246
PerlTidy,33602936,2582
Evocb,33608715,3874
Qsort,33675095,3040
Security_AppScan,33704690,6283
Scenario_testing,33738639,3060
Metamorphic_testing,33883830,7021
Continuous_delivery,33957671,16420
Homotopy_type_theory,33974223,33396
Magisto,34045247,23620
Burke–Fisher_error_repair,34210892,1860
Structural_synthesis_of_programs,34226901,6247
Specification_by_example,34340129,10280
Polyfill_(programming),34364491,10455
Robot_Framework,34365923,5738
Service_virtualization,34519332,10825
MODELISAR,34534637,2844
ConcurTaskTrees,34587314,4602
Tcov,34631143,10897
Gcov,34692689,10477
Use_case_diagram,34713649,3417
Random_testing,34759669,10649
Schema_migration,34793825,6655
Ib_Holm_Sørensen,34846125,4119
Environment_discipline,34889899,610
IFIP_Working_Group_2.10,34934769,2429
Programming_languages_used_in_most_popular_websites,34940171,21444
Bootstrap_(front-end_framework),34973010,11953
Franca_IDL,34992890,3321
Compile_and_go_system,35117434,4324
Outline_of_software_development,35246230,6266
Library_Oriented_Architecture,35416041,4776
Software_bus,35506284,1248
Usability_goals,35539912,10062
Software_release_train,35640021,1237
Verification_and_validation_of_computer_simulation_models,35658939,14209
Basis_path_testing,35700658,2210
Rational_DOORS,35705049,3005
Algebraic_semantics_(computer_science),35728290,921
Mobile_application_testing,35742249,11418
Package_principles,35746514,3720
Squish_(Froglogic),35765421,5530
Test_assertion,35860727,1682
Use_Case_Points,35954556,17498
Architecture_of_Interoperable_Information_Systems,35959361,11040
JSHint,35986895,3853
Fully_qualified_name,36016834,11241
Bisection_(software_engineering),36033877,2943
MySocialCloud,36074404,4394
MMT_(Eclipse),36078535,1117
Koneki,36092650,2077
InterWorking_Labs,36092794,9812
SrcML,36119905,10102
Media_queries,36226209,4983
Blinking_twelve_problem,36315866,2180
Phase_distinction,36335710,2472
Code_Club,36475843,5219
Language_interoperability,36509863,1857
Codecademy,36548336,11945
Atcom,36586368,4591
Open_Source_Software_World_Challenge,36588011,4099
CU-RTC-WEB,36711408,682
Fluxus_(programming_environment),36787028,2348
Software_analytics,36813043,12862
National_Robotics_Engineering_Center,36966467,14498
Development_testing,37138290,8519
Application_performance_engineering,37139944,2590
Runtime_error_detection,37154652,1672
Young_Rewired_State,37161156,5907
Shared_disk_architecture,37284805,1103
CloudForge,37287625,3956
List_of_software_reliability_models,37555842,5270
Software_architecture_description,37687916,12865
Asynchronous_module_definition,37712490,1977
Augmented_web,37933605,1114
Unified_Code_Count_(UCC),38044096,26613
Proto.io,38138695,4915
Information_Assurance_Advisory_Council,38232946,9763
Web_IDL,38541620,2932
Mixed_criticality,38571997,5427
Login_VSI,38718692,2355
Open_energy_system_models,38803848,152905
JArchitect,38868258,3092
Transformation_Priority_Premise,38899889,3063
Design-Oriented_Programming,39032561,1707
Interaction_Flow_Modeling_Language,39053282,7844
SNAP_Points,39169738,7536
Treehouse_(company),39244081,10851
Headless_software,39278886,2833
Rapid_control_prototyping,39413611,785
Yoda_conditions,39458532,6838
Acyclic_dependencies_principle,39672611,2402
Test_Studio,39674524,7741
Long-term_support,39758769,15740
Verification_condition_generator,39811070,1456
Hungarian_Testing_Board,39868986,8386
Testdroid,40051405,8038
Software_map,40100778,13055
Classification_Tree_Method,40218635,22858
Analytical_Performance_Modeling,40258846,1930
Story-driven_modeling,40378553,9601
Andrew_Darbyshire,40413843,11534
Algorave,40428751,7556
Requirements_Modeling_Framework,40430032,6523
Business_process_validation,40753902,6913
Attribute-driven_design,40810060,4629
Continuous_test-driven_development,40949331,2522
Cascade_Framework,40965587,9890
Apache_Allura,40974572,6819
Prosa_Structured_Analysis_Tool,41029603,3187
Far-Play,41102160,14482
Armitage_(computing),41118471,2820
Software-defined_infrastructure,41215289,1560
Domain_Application_Protocol,41216584,1651
Winner-take-all_in_action_selection,41255201,6802
Grok_Learning,41293019,3687
Ken_Orr,41293129,3514
BiZZdesign_Enterprise_Studio,41356813,3556
Smoke_testing_(software),41413342,5312
Nafees_Bin_Zafar,41426709,3838
Trustworthy_Software_Foundation,41547719,4352
Makers_Academy,41660149,7160
Mike_Little,41754493,3846
Kimchi_(software),41779512,1918
Open_collaboration,41844429,6502
Requirement_Diagram,41870701,1756
LaunchCode,41962812,7871
Acceptance_test–driven_development,41969386,9123
DSploit,42017407,3485
PragmaDev_Studio,42018421,7181
Concurrent_testing,42110287,1666
Creative_coding,42177488,5232
OASIS_TOSCA,42257995,3808
ERIL,42325907,3945
Loader.io,42488994,2813
Software_diagnosis,42505492,6045
HSA_Foundation,42689739,3421
Lifecycle_Modeling_Language,42759736,9030
Software_rejuvenation,42764589,2027
OpenAPI_Specification,42833106,6359
Applause_(software_company),42843977,5677
Cantata++,42954633,9810
Test_Environment_Management,43041875,3052
Time-triggered_architecture,43056044,4856
RhodeCode,43067101,11718
CodeHS,43154124,7888
Gödel_logic,43269014,725
PlayCanvas,43298724,6684
Springloops,43306405,5280
Eclipse_SCADA,43368471,3548
ACM_Transactions_on_Software_Engineering_and_Methodology,43383942,1167
Peter_Miller_(software_engineer),43404410,2556
Blend4Web,43507069,21322
Wyvern_(programming_language),43528524,1908
Lambda_architecture,43539426,9575
Given-When-Then,43562339,1177
The_Karlskrona_Manifesto,43681421,2460
ISO/IEC_29119,43697668,16676
International_Requirements_Engineering_Conference,43724807,6978
Bitbucket_Server_(software),43776746,3704
Defect_criticality,43793768,2111
International_Society_for_Software_Testing,43824336,2460
SwitchUp,43944449,5595
Panaya,43995424,9529
List_of_program_transformation_systems,44041923,1054
Günter_Böckle,44074005,2622
RadView_Software,44089693,3106
Binary_repository_manager,44091727,9328
User_onboarding,44191380,2498
GitLab,44209778,8494
Process_validation,44224167,7743
Continued_process_verification,44287236,4103
Chaos_Monkey,44354728,11154
Critical_process_parameters,44355968,2196
Example-centric_programming,44382509,11043
High-level_language_computer_architecture,44413506,17593
Design_smell,44413693,5525
Process_qualification,44424907,3180
Usersnap,44435492,3866
Domain-specific_software_architecture,44496136,2139
MockServer,44544262,7314
Splice_(platform),44634073,3566
Process_performance_qualification_protocol,44740826,2731
Design_space_verification,44750726,2668
Kallithea_(software),44765059,3505
WebLOAD,44798568,5440
Web_project,44805742,3008
List_of_Flex_frameworks,44827071,5752
Auticon,44960861,5259
Integrated_Water_Flow_Model_(IWFM),45031327,7299
Archi_(tool),45039322,2837
Pierre_Djibril_Coulibaly,45075259,3505
AirPair,45082574,6398
Learning_Tools_Interoperability,45302098,5545
E-LOTOS,45415132,3476
Cppdepend,45643760,3599
Overview_of_RESTful_API_Description_Languages,45668859,7274
Shift_left_testing,46243688,7336
Siege_(software),46353742,3057
Product_data_record,46373225,2505
Language_workbench,46406824,2619
Kiuwan,46427929,2417
Procedural_design,46450132,465
Sonic_Pi,46589273,2797
Faceware_Technologies,46621887,22220
Neutral_build,46768483,5753
Awwwards,46791410,8634
TidalCycles,46808694,3295
Lighthouse_Labs,46827997,6520
Comparison_of_Material_Design_implementations,46901282,21138
Low-level_design,47047888,3445
List_of_WebGL_frameworks,47168305,12733
National_Cyber_Security_Centre_(Ireland),47180610,11577
CoderDojo,47211280,9042
Enterprise_legal_management,47238886,16724
Óscar_Pastor_(computer_scientist),47263289,7778
Results_based_testing,47263373,5223
Wilma_(software),47559547,5011
Stripped_binary,47618653,1003
Sri_Lanka_Software_Testing_Board,47661580,4703
ATILA,47755572,908
Centre_for_Cybersecurity_&_Cybercrime_Investigation,47871352,5458
DIT_School_of_Electrical_&_Electronic_Engineering,47872053,13008
HtmlUnit,48131306,5840
Spike_(software_development),48133344,1761
Polyglot_persistence,48214291,2367
Runscope,48444963,4472
Military_Scenario_Definition_Language,48467716,1094
XcodeGhost,48467799,16401
ISO/IEC_33001,48480713,2874
DBMaestro,48507357,4737
Understand_(software),48730857,4572
Automatic_bug_fixing,48892446,25059
Bidji,48923021,1123
MetaDONE,48945957,1075
Dansk_Datamatik_Center,49030177,29934
Asynchrony_(computer_programming),49031794,3913
Ghana_Code_Club,49092909,5973
Weissman_score,49223421,5137
Software_durability,49250015,1442
AC_20-115,49274252,2473
Geocoder_(Ruby),49274271,7303
Software_trustworthiness,49424078,549
Human_Trust_for_Serviceability,49424429,670
Ratmir_Timashev,49598544,8008
National_Computer_Rank_Examination,49606488,735
Subunit_(format),49695068,2538
Hierarchical_software_models,49755421,641
Software_architectural_style,49755666,634
International_Conference_on_Human-Robot_Interaction,49861676,1116
DevOps_toolchain,49944721,9310
Site_reliability_engineering,49946142,3836
Tricentis,49992752,8197
Architecturally_significant_requirements,50023866,7051
Menthor_Editor,50154587,6006
Drop-in_replacement,50282077,904
Homeboyz_Interactive,50346132,5498
Coala_(software),50409863,4801
Energy_modeling,50413747,35287
Domain_Range_Ratio_(DRR),50425980,2553
WinOps,50734361,5648
Roofline_model,50880861,16619
Vue.js,50978621,12199
Libraries.io,51088515,2117
Eduard_Kučera,51113956,1148
Information_oriented_software_development,51114899,1742
Ixi_lang,51334500,4801
Gary_Yost,51363131,15140
Certifying_algorithm,51386092,4882
Object_point,51395548,1418
Architectural_decision,51399699,10987
OpenWebRTC,51467278,3993
ABC_Software_Metric,51512079,11326
Fork_and_pull_model,51534689,1564
Mass-assignment_protection,51609856,6350
Maveric_Systems,51615107,10203
Algoid_(programming_language),51636986,1726
Recursive_transcompiling,51717632,2494
Derivative_code,51717770,1453
Stanza_(computing),51846059,2767
Software_development_security,51911151,6574
Appium,51954801,2366
Privatization_(computer_programming),52020456,18949
IET_Software,52075391,3600
Software_&_Microsystems,52075427,402
Software_Engineering_Journal,52075443,360
IEE_Proceedings_-_Software,52075473,360
Information_and_Software_Technology,52075845,2529
Toi_(programming_language),52078022,14434
Tore_Dybå,52107489,5464
GlTF,52250745,13384
Code_Words,52406649,2907
Documentation_testing,52507690,3831
CI/CD,52692958,765
FreeCodeCamp,52809488,10936
Low-code_development_platforms,52977719,8763
Dat_(software),52996254,3728
Buddy_(software),53055761,5916
WebGPU,53134973,1908
RedMonk,53180451,3678
Brownout_(software_engineering),53231843,4560
Scandiweb,53258148,5799
Asynchronous_procedure_call,53345935,631
Bayesian_Program_Synthesis,53394437,4272
Software_testing_tactics,53489871,37633
ISO/IEC_90003,53557296,1688
Worksoft,53689676,4586
Event_storming,53706715,3330
Tricentis_Tosca,53716099,4554
Model-driven_application,53720524,2649
InspectIT,53886626,5289
Global_Offset_Table,53931502,1159
Bitpit,54061840,4828
Communication_in_Distributed_Software_Development,54305815,29453
Infer_Static_Analyzer,54467601,7760
Differential_testing,54533486,8600
David_Joiner,55527280,5422
Codewars,55532583,4115
OpenFrame,55694652,6255
Saltzer_and_Schroeder's_design_principles,55768956,2263
SHIFT_Inc.,55891573,5485
Authorized_Program_Analysis_Report,55993906,3919
SoloLearn,56020968,6226
Verge3D,56392795,4305
Research_software_engineering,56458866,2826
